User's manual r01uh0186ej0330-rl78g14; Version 1.00; November 15, 2016
RegisterName,RegisterBookmark,RegisterTableCaption,NumberOfAppearance,ModuleInformation,SearchKey
C1IE,16.3.4 Comparator output control register (COMPOCR),Figure16-5FormatofComparatoroutputcontrolregister(COMPOCR),2,,
C1OE,16.3.4 Comparator output control register (COMPOCR),Figure16-5FormatofComparatoroutputcontrolregister(COMPOCR),2,,
C1OP,16.3.4 Comparator output control register (COMPOCR),Figure16-5FormatofComparatoroutputcontrolregister(COMPOCR),2,,
SPDMD,16.3.4 Comparator output control register (COMPOCR),Figure16-5FormatofComparatoroutputcontrolregister(COMPOCR),2,,
TRJ0,7.3.3 Timer RJ counter register 0 (TRJ0),Figure7-4FormatofTimerRJcounterregister0(TRJ0),,,
P0,4.3.2 Port registers (Pxx),Figure4-2FormatofPortregister,,,
P1,4.3.2 Port registers (Pxx),Figure4-2FormatofPortregister,,,
P2,4.3.2 Port registers (Pxx),Figure4-2FormatofPortregister,,,
P3,4.3.2 Port registers (Pxx),Figure4-2FormatofPortregister,,PORT FUNCTIONS,
P3,10.3.17 Port register 3 (P3),Figure10-19FormatofPortregister3(P3),,REAL-TIME CLOCK,
P4,4.3.2 Port registers (Pxx),Figure4-2FormatofPortregister,,,
P5,4.3.2 Port registers (Pxx),Figure4-2FormatofPortregister,,,
P6,4.3.2 Port registers (Pxx),Figure4-2FormatofPortregister,,,
P7,4.3.2 Port registers (Pxx),Figure4-2FormatofPortregister,,,
P8,4.3.2 Port registers (Pxx),Figure4-2FormatofPortregister,,,
P10,4.3.2 Port registers (Pxx),Figure4-2FormatofPortregister,,,
P11,4.3.2 Port registers (Pxx),Figure4-2FormatofPortregister,,,
P12,4.3.2 Port registers (Pxx),Figure4-2FormatofPortregister,,,
P13,4.3.2 Port registers (Pxx),Figure4-2FormatofPortregister,,,
P14,4.3.2 Port registers (Pxx),Figure4-2FormatofPortregister,,,
P15,4.3.2 Port registers (Pxx),Figure4-2FormatofPortregister,,,
SDR00,17.3.5 Serial data register mn (SDRmn),Figure17-11FormatofSerialdataregistermn(SDRmn),,,
SIO00,17.3.5 Serial data register mn (SDRmn),Figure17-11FormatofSerialdataregistermn(SDRmn),,,
TXD0,17.3.5 Serial data register mn (SDRmn),Figure17-11FormatofSerialdataregistermn(SDRmn),,,
SDR01,17.3.5 Serial data register mn (SDRmn),Figure17-11FormatofSerialdataregistermn(SDRmn),,,
RXD0,17.3.5 Serial data register mn (SDRmn),Figure17-11FormatofSerialdataregistermn(SDRmn),,,
SIO01,17.3.5 Serial data register mn (SDRmn),Figure17-11FormatofSerialdataregistermn(SDRmn),,,
SDR12,17.3.5 Serial data register mn (SDRmn),Figure17-11FormatofSerialdataregistermn(SDRmn),,,
SIO30,17.3.5 Serial data register mn (SDRmn),Figure17-11FormatofSerialdataregistermn(SDRmn),,,
TXD3,17.3.5 Serial data register mn (SDRmn),Figure17-11FormatofSerialdataregistermn(SDRmn),,,
SDR13,17.3.5 Serial data register mn (SDRmn),Figure17-11FormatofSerialdataregistermn(SDRmn),,,
RXD3,17.3.5 Serial data register mn (SDRmn),Figure17-11FormatofSerialdataregistermn(SDRmn),,,
SIO31,17.3.5 Serial data register mn (SDRmn),Figure17-11FormatofSerialdataregistermn(SDRmn),,,
TDR00,6.2.2 Timer data register mn (TDRmn),"Figure6-7FormatofTimerdataregistermn(TDRmn)(n=0,2)",,,
TDR01,6.2.2 Timer data register mn (TDRmn),"Figure6-8FormatofTimerdataregistermn(TDRmn)(n=1,3)",,,
TDR01L,6.2.2 Timer data register mn (TDRmn),"Figure6-8FormatofTimerdataregistermn(TDRmn)(n=1,3)",,,
TDR01H,6.2.2 Timer data register mn (TDRmn),"Figure6-8FormatofTimerdataregistermn(TDRmn)(n=1,3)",,,
ADCR,14.3.5 10-bit A/D conversion result register (ADCR),Figure14-10Formatof10-bitA/Dconversionresultregister(ADCR),,,
ADCRH,14.3.6 8-bit A/D conversion result register (ADCRH),Figure14-11Formatof8-bitA/Dconversionresultregister(ADCRH),,,
PIM0,4.3.4 Port input mode registers (PMxx),Figure4-4FormatofPortinputmoderegister(100-pinproducts),,,
PIM1,4.3.4 Port input mode registers (PMxx),Figure4-4FormatofPortinputmoderegister(100-pinproducts),,,
PIM3,4.3.4 Port input mode registers (PMxx),Figure4-4FormatofPortinputmoderegister(100-pinproducts),,,
PIM4,4.3.4 Port input mode registers (PMxx),Figure4-4FormatofPortinputmoderegister(100-pinproducts),,,
PIM5,4.3.4 Port input mode registers (PMxx),Figure4-4FormatofPortinputmoderegister(100-pinproducts),,,
PIM8,4.3.4 Port input mode registers (PMxx),Figure4-4FormatofPortinputmoderegister(100-pinproducts),,,
PIM14,4.3.4 Port input mode registers (PMxx),Figure4-4FormatofPortinputmoderegister(100-pinproducts),,,
PM0,4.3.1 Port mode registers (PMxx),Figure4-1FormatofPortmoderegister,,PORT FUNCTIONS,
PM0,"7.3.8 Port mode registers 0, 3, 4, 5 (PM0, PM3, PM4, PM5)","Figure7-9FormatofPortModeRegisters0,3,4,5(PM0,PM3,PM4,PM5)(100-pinproducts)",,TIMER RJ,
PM0,"9.3.10 Port mode registers 0, 5 (PM0, PM5)","Figure9-11FormatofPortmoderegisters0,5(PM0,PM5)(100-pinproducts)",,TIMER RG,
PM1,4.3.1 Port mode registers (PMxx),Figure4-1FormatofPortmoderegister,,PORT FUNCTIONS,
PM1,8.3.20 Port mode register 1 (PM1),Figure8-41FormatofPortmoderegister1(PM1)(100-pinproducts),,TIMER RD,
PM2,4.3.1 Port mode registers (PMxx),Figure4-1FormatofPortmoderegister,,,
PM3,4.3.1 Port mode registers (PMxx),Figure4-1FormatofPortmoderegister,,PORT FUNCTIONS,
PM3,"7.3.8 Port mode registers 0, 3, 4, 5 (PM0, PM3, PM4, PM5)","Figure7-9FormatofPortModeRegisters0,3,4,5(PM0,PM3,PM4,PM5)(100-pinproducts)",,TIMER RJ,
PM3,10.3.16 Port mode register 3 (PM3),Figure10-18FormatofPortmoderegister3(PM3),,REAL-TIME CLOCK,
PM4,4.3.1 Port mode registers (PMxx),Figure4-1FormatofPortmoderegister,,PORT FUNCTIONS,
PM4,"7.3.8 Port mode registers 0, 3, 4, 5 (PM0, PM3, PM4, PM5)","Figure7-9FormatofPortModeRegisters0,3,4,5(PM0,PM3,PM4,PM5)(100-pinproducts)",,TIMER RJ,
PM5,4.3.1 Port mode registers (PMxx),Figure4-1FormatofPortmoderegister,,PORT FUNCTIONS,
PM5,"7.3.8 Port mode registers 0, 3, 4, 5 (PM0, PM3, PM4, PM5)","Figure7-9FormatofPortModeRegisters0,3,4,5(PM0,PM3,PM4,PM5)(100-pinproducts)",,TIMER RJ,
PM5,"9.3.10 Port mode registers 0, 5 (PM0, PM5)","Figure9-11FormatofPortmoderegisters0,5(PM0,PM5)(100-pinproducts)",,TIMER RG,
PM6,4.3.1 Port mode registers (PMxx),Figure4-1FormatofPortmoderegister,,PORT FUNCTIONS,
PM6,18.3.8 Port mode register 6 (PM6),Figure18-18FormatofPortmoderegister6(PM6),,SERIAL INTERFACE IICA,
PM7,4.3.1 Port mode registers (PMxx),Figure4-1FormatofPortmoderegister,,PORT FUNCTIONS,
PM7,22.3.2 Port mode register 7 (PM7),Figure22-3FormatofPortmoderegister7(PM7),,KEY INTERRUPT FUNCTION,
PM8,4.3.1 Port mode registers (PMxx),Figure4-1FormatofPortmoderegister,,,
PM10,4.3.1 Port mode registers (PMxx),Figure4-1FormatofPortmoderegister,,,
PM11,4.3.1 Port mode registers (PMxx),Figure4-1FormatofPortmoderegister,,,
PM12,4.3.1 Port mode registers (PMxx),Figure4-1FormatofPortmoderegister,,,
PM14,4.3.1 Port mode registers (PMxx),Figure4-1FormatofPortmoderegister,,,
PM15,4.3.1 Port mode registers (PMxx),Figure4-1FormatofPortmoderegister,,,
ADM0,14.3.2 A/D converter mode register 0 (ADM0),Figure14-3FormatofA/Dconvertermoderegister0(ADM0),,,
ADCE,14.3.2 A/D converter mode register 0 (ADM0),Figure14-3FormatofA/Dconvertermoderegister0(ADM0),2,,
ADCS,14.3.2 A/D converter mode register 0 (ADM0),Figure14-3FormatofA/Dconvertermoderegister0(ADM0),2,,
ADS,14.3.7 Analog input channel specification register (ADS),Figure14-12FormatofAnaloginputchannelspecificationregister(ADS)(1/2),,A/D CONVERTER,
ADS,27.3.8 A/D test function,Figure27-17FormatofAnaloginputchannelspecificationregister(ADS),,SAFETY FUNCTIONS,
ADM1,14.3.3 A/D converter mode register 1 (ADM1),Figure14-6FormatofA/Dconvertermoderegister1(ADM1),,,
DACS0,"15.3.3 D/A conversion value setting register i (DACSi) (i = 0, 1)","Figure15-4FormatofD/Aconversionvaluesettingregisteri(DACSi)(i=0,1)",,,
DACS1,"15.3.3 D/A conversion value setting register i (DACSi) (i = 0, 1)","Figure15-4FormatofD/Aconversionvaluesettingregisteri(DACSi)(i=0,1)",,,
DAM,15.3.2 D/A converter mode register (DAM),Figure15-3FormatofD/Aconvertermoderegister(DAM),,,
DACE0,15.3.2 D/A converter mode register (DAM),Figure15-3FormatofD/Aconvertermoderegister(DAM),1,,DACEi
DACE1,15.3.2 D/A converter mode register (DAM),Figure15-3FormatofD/Aconvertermoderegister(DAM),1,,DACEi
KRM,22.3.1 Key return mode register (KRM),Figure22-2FormatofKeyreturnmoderegister(KRM),,,
EGP0,"21.3.4 External interrupt rising edge enable registers (EGP0, EGP1), external interrupt falling edge enable registers (EGN0, EGN1)","Figure21-10FormatofExternalInterruptRisingEdgeEnableRegisters(EGP0,EGP1)andExternalInterruptFallingEdgeEnableRegisters(EGN0,EGN1)",,,
EGN0,"21.3.4 External interrupt rising edge enable registers (EGP0, EGP1), external interrupt falling edge enable registers (EGN0, EGN1)","Figure21-10FormatofExternalInterruptRisingEdgeEnableRegisters(EGP0,EGP1)andExternalInterruptFallingEdgeEnableRegisters(EGN0,EGN1)",,,
EGP1,"21.3.4 External interrupt rising edge enable registers (EGP0, EGP1), external interrupt falling edge enable registers (EGN0, EGN1)","Figure21-10FormatofExternalInterruptRisingEdgeEnableRegisters(EGP0,EGP1)andExternalInterruptFallingEdgeEnableRegisters(EGN0,EGN1)",,,
EGN1,"21.3.4 External interrupt rising edge enable registers (EGP0, EGP1), external interrupt falling edge enable registers (EGN0, EGN1)","Figure21-10FormatofExternalInterruptRisingEdgeEnableRegisters(EGP0,EGP1)andExternalInterruptFallingEdgeEnableRegisters(EGN0,EGN1)",,,
SDR02,17.3.5 Serial data register mn (SDRmn),Figure17-11FormatofSerialdataregistermn(SDRmn),,,
SIO10,17.3.5 Serial data register mn (SDRmn),Figure17-11FormatofSerialdataregistermn(SDRmn),,,
TXD1,17.3.5 Serial data register mn (SDRmn),Figure17-11FormatofSerialdataregistermn(SDRmn),,,
SDR03,17.3.5 Serial data register mn (SDRmn),Figure17-11FormatofSerialdataregistermn(SDRmn),,,
RXD1,17.3.5 Serial data register mn (SDRmn),Figure17-11FormatofSerialdataregistermn(SDRmn),,,
SIO11,17.3.5 Serial data register mn (SDRmn),Figure17-11FormatofSerialdataregistermn(SDRmn),,,
SDR10,17.3.5 Serial data register mn (SDRmn),Figure17-11FormatofSerialdataregistermn(SDRmn),,,
SIO20,17.3.5 Serial data register mn (SDRmn),Figure17-11FormatofSerialdataregistermn(SDRmn),,,
TXD2,17.3.5 Serial data register mn (SDRmn),Figure17-11FormatofSerialdataregistermn(SDRmn),,,
SDR11,17.3.5 Serial data register mn (SDRmn),Figure17-11FormatofSerialdataregistermn(SDRmn),,,
RXD2,17.3.5 Serial data register mn (SDRmn),Figure17-11FormatofSerialdataregistermn(SDRmn),,,
SIO21,17.3.5 Serial data register mn (SDRmn),Figure17-11FormatofSerialdataregistermn(SDRmn),,,
IICA0,18.2 Configuration of Serial Interface IICA,Figure18-3FormatofIICAshiftregistern(IICAn),,,
IICS0,18.3.3 IICA status register n (IICSn),Figure18-10FormatofIICAstatusregistern(IICSn)(1/3),,,
SPD0,18.3.3 IICA status register n (IICSn),Figure18-12FormatofIICAstatusregistern(IICSn)(3/3),1,,SPDn
STD0,18.3.3 IICA status register n (IICSn),Figure18-12FormatofIICAstatusregistern(IICSn)(3/3),1,,STDn
ACKD0,18.3.3 IICA status register n (IICSn),Figure18-12FormatofIICAstatusregistern(IICSn)(3/3),1,,ACKDn
TRC0,18.3.3 IICA status register n (IICSn),Figure18-11FormatofIICAstatusregistern(IICSn)(2/3),1,,TRCn
COI0,18.3.3 IICA status register n (IICSn),Figure18-11FormatofIICAstatusregistern(IICSn)(2/3),1,,COIn
EXC0,18.3.3 IICA status register n (IICSn),Figure18-11FormatofIICAstatusregistern(IICSn)(2/3),1,,EXCn
ALD0,18.3.3 IICA status register n (IICSn),Figure18-10FormatofIICAstatusregistern(IICSn)(1/3),3,,ALDn
MSTS0,18.3.3 IICA status register n (IICSn),Figure18-10FormatofIICAstatusregistern(IICSn)(1/3),2,,MSTSn
IICF0,18.3.4 IICA flag register n (IICFn),Figure18-13FormatofIICAflagregistern(IICFn),,,
IICRSV0,18.3.4 IICA flag register n (IICFn),Figure18-13FormatofIICAflagregistern(IICFn),3,,IICRSVn
STCEN0,18.3.4 IICA flag register n (IICFn),Figure18-13FormatofIICAflagregistern(IICFn),5,,STCENn
IICBSY0,18.3.4 IICA flag register n (IICFn),Figure18-13FormatofIICAflagregistern(IICFn),2,,IICBSYn
STCF0,18.3.4 IICA flag register n (IICFn),Figure18-13FormatofIICAflagregistern(IICFn),2,,STCFn
IICA1,18.2 Configuration of Serial Interface IICA,Figure18-3FormatofIICAshiftregistern(IICAn),,,
IICS1,18.3.3 IICA status register n (IICSn),Figure18-10FormatofIICAstatusregistern(IICSn)(1/3),,,
SPD1,18.3.3 IICA status register n (IICSn),Figure18-12FormatofIICAstatusregistern(IICSn)(3/3),1,,SPDn
STD1,18.3.3 IICA status register n (IICSn),Figure18-12FormatofIICAstatusregistern(IICSn)(3/3),1,,STDn
ACKD1,18.3.3 IICA status register n (IICSn),Figure18-12FormatofIICAstatusregistern(IICSn)(3/3),1,,ACKDn
TRC1,18.3.3 IICA status register n (IICSn),Figure18-11FormatofIICAstatusregistern(IICSn)(2/3),1,,TRCn
COI1,18.3.3 IICA status register n (IICSn),Figure18-11FormatofIICAstatusregistern(IICSn)(2/3),1,,COIn
EXC1,18.3.3 IICA status register n (IICSn),Figure18-11FormatofIICAstatusregistern(IICSn)(2/3),1,,EXCn
ALD1,18.3.3 IICA status register n (IICSn),Figure18-10FormatofIICAstatusregistern(IICSn)(1/3),3,,ALDn
MSTS1,18.3.3 IICA status register n (IICSn),Figure18-10FormatofIICAstatusregistern(IICSn)(1/3),2,,MSTSn
IICF1,18.3.4 IICA flag register n (IICFn),Figure18-13FormatofIICAflagregistern(IICFn),,,
IICRSV1,18.3.4 IICA flag register n (IICFn),Figure18-13FormatofIICAflagregistern(IICFn),3,,IICRSVn
STCEN1,18.3.4 IICA flag register n (IICFn),Figure18-13FormatofIICAflagregistern(IICFn),5,,STCENn
IICBSY1,18.3.4 IICA flag register n (IICFn),Figure18-13FormatofIICAflagregistern(IICFn),2,,IICBSYn
STCF1,18.3.4 IICA flag register n (IICFn),Figure18-13FormatofIICAflagregistern(IICFn),2,,STCFn
TRDGRC0,"8.3.19 Timer RD general registers Ai, Bi, Ci, and Di (TRDGRAi, TRDGRBi,TRDGRCi, TRDGRDi) (i = 0 or 1) [Input Capture Function]","Figure8-35FormatofTimerRDgeneralregistersAi,Bi,Ci,andDi(TRDGRAi,TRDGRBi,TRDGRCi,TRDGRDi)",,,
TRDGRD0,"8.3.19 Timer RD general registers Ai, Bi, Ci, and Di (TRDGRAi, TRDGRBi,TRDGRCi, TRDGRDi) (i = 0 or 1) [Input Capture Function]","Figure8-35FormatofTimerRDgeneralregistersAi,Bi,Ci,andDi(TRDGRAi,TRDGRBi,TRDGRCi,TRDGRDi)",,,
TRDGRC1,"8.3.19 Timer RD general registers Ai, Bi, Ci, and Di (TRDGRAi, TRDGRBi,TRDGRCi, TRDGRDi) (i = 0 or 1) [Input Capture Function]","Figure8-35FormatofTimerRDgeneralregistersAi,Bi,Ci,andDi(TRDGRAi,TRDGRBi,TRDGRCi,TRDGRDi)",,,
TRDGRD1,"8.3.19 Timer RD general registers Ai, Bi, Ci, and Di (TRDGRAi, TRDGRBi,TRDGRCi, TRDGRDi) (i = 0 or 1) [Input Capture Function]","Figure8-35FormatofTimerRDgeneralregistersAi,Bi,Ci,andDi(TRDGRAi,TRDGRBi,TRDGRCi,TRDGRDi)",,,
TRGGRC,"9.3.9 Timer RG general registers A, B, C, and D (TRGGRA, TRGGRB, TRGGRC, TRGGRD)","Figure9-10FormatofTimerRGgeneralregistersA,B,C,andD(TRGGRA,TRGGRB,TRGGRC,TRGGRD)",,,
TRGGRD,"9.3.9 Timer RG general registers A, B, C, and D (TRGGRA, TRGGRB, TRGGRC, TRGGRD)","Figure9-10FormatofTimerRGgeneralregistersA,B,C,andD(TRGGRA,TRGGRB,TRGGRC,TRGGRD)",,,
TDR02,6.2.2 Timer data register mn (TDRmn),"Figure6-7FormatofTimerdataregistermn(TDRmn)(n=0,2)",,,
TDR03,6.2.2 Timer data register mn (TDRmn),"Figure6-8FormatofTimerdataregistermn(TDRmn)(n=1,3)",,,
TDR03L,6.2.2 Timer data register mn (TDRmn),"Figure6-8FormatofTimerdataregistermn(TDRmn)(n=1,3)",,,
TDR03H,6.2.2 Timer data register mn (TDRmn),"Figure6-8FormatofTimerdataregistermn(TDRmn)(n=1,3)",,,
TDR10,6.2.2 Timer data register mn (TDRmn),"Figure6-7FormatofTimerdataregistermn(TDRmn)(n=0,2)",,,
TDR11,6.2.2 Timer data register mn (TDRmn),"Figure6-8FormatofTimerdataregistermn(TDRmn)(n=1,3)",,,
TDR11L,6.2.2 Timer data register mn (TDRmn),"Figure6-8FormatofTimerdataregistermn(TDRmn)(n=1,3)",,,
TDR11H,6.2.2 Timer data register mn (TDRmn),"Figure6-8FormatofTimerdataregistermn(TDRmn)(n=1,3)",,,
TDR12,6.2.2 Timer data register mn (TDRmn),"Figure6-7FormatofTimerdataregistermn(TDRmn)(n=0,2)",,,
TDR13,6.2.2 Timer data register mn (TDRmn),"Figure6-8FormatofTimerdataregistermn(TDRmn)(n=1,3)",,,
TDR13L,6.2.2 Timer data register mn (TDRmn),"Figure6-8FormatofTimerdataregistermn(TDRmn)(n=1,3)",,,
TDR13H,6.2.2 Timer data register mn (TDRmn),"Figure6-8FormatofTimerdataregistermn(TDRmn)(n=1,3)",,,
ITMC,11.3.3 12-bit interval timer control register (ITMC),Figure11-4Formatof12-bitintervaltimercontrolregister(ITMC),,,
SEC,10.3.5 Second count register (SEC),Figure10-7FormatofSecondcountregister(SEC),,,
MIN,10.3.6 Minute count register (MIN),Figure10-8FormatofMinutecountregister(MIN),,,
HOUR,10.3.7 Hour count register (HOUR),Figure10-9FormatofHourcountregister(HOUR),,,
WEEK,10.3.9 Week count register (WEEK),Figure10-11FormatofWeekcountregister(WEEK),,,
DAY,10.3.8 Day count register (DAY),Figure10-10FormatofDaycountregister(DAY),,,
MONTH,10.3.10 Month count register (MONTH),Figure10-12FormatofMonthcountregister(MONTH),,,
YEAR,10.3.11 Year count register (YEAR),Figure10-13FormatofYearcountregister(YEAR),,,
SUBCUD,10.3.12 Watch error correction register (SUBCUD),Figure10-14FormatofWatcherrorcorrectionregister(SUBCUD),,,
ALARMWM,10.3.13 Alarm minute register (ALARMWM),Figure10-15FormatofAlarmminuteregister(ALARMWM),,,
ALARMWH,10.3.14 Alarm hour register (ALARMWH),Figure10-16FormatofAlarmhourregister(ALARMWH),,,
ALARMWW,10.3.15 Alarm week register (ALARMWW),Figure10-17FormatofAlarmweekregister(ALARMWW),,,
RTCC0,10.3.3 Real-time clock control register 0 (RTCC0),Figure10-4FormatofReal-timeclockcontrolregister0(RTCC0),,,
RCLOE1,10.3.3 Real-time clock control register 0 (RTCC0),Figure10-4FormatofReal-timeclockcontrolregister0(RTCC0),2,,
RTCE,10.3.3 Real-time clock control register 0 (RTCC0),Figure10-4FormatofReal-timeclockcontrolregister0(RTCC0),2,,
RTCC1,10.3.4 Real-time clock control register 1 (RTCC1),Figure10-5FormatofReal-timeclockcontrolregister1(RTCC1)(1/2),,,
RWAIT,10.3.4 Real-time clock control register 1 (RTCC1),Figure10-6FormatofReal-timeclockcontrolregister1(RTCC1)(2/2),2,,
RWST,10.3.4 Real-time clock control register 1 (RTCC1),Figure10-6FormatofReal-timeclockcontrolregister1(RTCC1)(2/2),1,,
RIFG,10.3.4 Real-time clock control register 1 (RTCC1),Figure10-6FormatofReal-timeclockcontrolregister1(RTCC1)(2/2),1,,
WAFG,10.3.4 Real-time clock control register 1 (RTCC1),Figure10-5FormatofReal-timeclockcontrolregister1(RTCC1)(1/2),3,,
WALIE,10.3.4 Real-time clock control register 1 (RTCC1),Figure10-5FormatofReal-timeclockcontrolregister1(RTCC1)(1/2),4,,
WALE,10.3.4 Real-time clock control register 1 (RTCC1),Figure10-5FormatofReal-timeclockcontrolregister1(RTCC1)(1/2),2,,
CMC,5.3.1 Clock operation mode control register (CMC),Figure5-2FormatofClockoperationmodecontrolregister(CMC),,,
CSC,5.3.3 Clock operation status control register (CSC),Figure5-4FormatofClockoperationstatuscontrolregister(CSC),,,
HIOSTOP,5.3.3 Clock operation status control register (CSC),Figure5-4FormatofClockoperationstatuscontrolregister(CSC),2,,
XTSTOP,5.3.3 Clock operation status control register (CSC),Figure5-4FormatofClockoperationstatuscontrolregister(CSC),2,,
MSTOP,5.3.3 Clock operation status control register (CSC),Figure5-4FormatofClockoperationstatuscontrolregister(CSC),2,,
OSTC,5.3.4 Oscillation stabilization time counter status register (OSTC),Figure5-5FormatofOscillationstabilizationtimecounterstatusregister(OSTC),,,
OSTS,5.3.5 Oscillation stabilization time select register (OSTS),Figure5-6FormatofOscillationstabilizationtimeselectregister(OSTS),,,
CKC,5.3.2 System clock control register (CKC),Figure5-3FormatofSystemclockcontrolregister(CKC),,,
MCM0,5.3.2 System clock control register (CKC),Figure5-3FormatofSystemclockcontrolregister(CKC),2,,
MCS,5.3.2 System clock control register (CKC),Figure5-3FormatofSystemclockcontrolregister(CKC),2,,
CSS,5.3.2 System clock control register (CKC),Figure5-3FormatofSystemclockcontrolregister(CKC),2,,
CLS,5.3.2 System clock control register (CKC),Figure5-3FormatofSystemclockcontrolregister(CKC),2,,
CKS0,12.3.1 Clock output select registers n (CKSn),Figure12-2FormatofClockoutputselectregistersn(CKSn),,,
PCLOE0,12.3.1 Clock output select registers n (CKSn),Figure12-2FormatofClockoutputselectregistersn(CKSn),2,,PCLOEn
CKS1,12.3.1 Clock output select registers n (CKSn),Figure12-2FormatofClockoutputselectregistersn(CKSn),,,
PCLOE1,12.3.1 Clock output select registers n (CKSn),Figure12-2FormatofClockoutputselectregistersn(CKSn),2,,PCLOEn
RESF,24.2.1 Reset control flag register (RESF),Figure24-4FormatofResetcontrolflagregister(RESF),,,
LVIM,26.3.1 Voltage detection register (LVIM),Figure26-2FormatofVoltagedetectionregister(LVIM),,,
LVIF,26.3.1 Voltage detection register (LVIM),Figure26-2FormatofVoltagedetectionregister(LVIM),2,,
LVIOMSK,26.3.1 Voltage detection register (LVIM),Figure26-2FormatofVoltagedetectionregister(LVIM),4,,
LVISEN,26.3.1 Voltage detection register (LVIM),Figure26-2FormatofVoltagedetectionregister(LVIM),2,,
LVIS,26.3.2 Voltage detection level register (LVIS),Figure26-3FormatofVoltagedetectionlevelregister(LVIS),,,
LVILV,26.3.2 Voltage detection level register (LVIS),Figure26-3FormatofVoltagedetectionlevelregister(LVIS),2,,
LVIMD,26.3.2 Voltage detection level register (LVIS),Figure26-3FormatofVoltagedetectionlevelregister(LVIS),2,,
WDTE,13.3.1 Watchdog timer enable register (WDTE),Figure13-2FormatofWatchdogtimerenableregister(WDTE),,,
CRCIN,27.3.2 CRC operation function (general-purpose CRC),Figure27-4FormatofCRCinputregister(CRCIN),,,
IF2,"21.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H, IF2L, IF2H)","Figure21-3FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H,IF2L,IF2H)(1/2)",,,
TMIF11,"21.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H, IF2L, IF2H)","Figure21-4FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H,IF2L,IF2H)(2/2)",1,,XXIFX
TMIF12,"21.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H, IF2L, IF2H)","Figure21-4FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H,IF2L,IF2H)(2/2)",1,,XXIFX
TMIF13,"21.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H, IF2L, IF2H)","Figure21-4FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H,IF2L,IF2H)(2/2)",1,,XXIFX
PIF6,"21.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H, IF2L, IF2H)","Figure21-4FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H,IF2L,IF2H)(2/2)",1,,XXIFX
PIF7,"21.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H, IF2L, IF2H)","Figure21-4FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H,IF2L,IF2H)(2/2)",1,,XXIFX
PIF8,"21.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H, IF2L, IF2H)","Figure21-4FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H,IF2L,IF2H)(2/2)",1,,XXIFX
PIF9,"21.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H, IF2L, IF2H)","Figure21-4FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H,IF2L,IF2H)(2/2)",1,,XXIFX
CMPIF0,"21.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H, IF2L, IF2H)","Figure21-4FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H,IF2L,IF2H)(2/2)",1,,XXIFX
PIF10,"21.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H, IF2L, IF2H)","Figure21-4FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H,IF2L,IF2H)(2/2)",1,,XXIFX
IF2L,"21.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H, IF2L, IF2H)","Figure21-3FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H,IF2L,IF2H)(1/2)",,,
IF2H,"21.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H, IF2L, IF2H)","Figure21-3FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H,IF2L,IF2H)(1/2)",,,
CMPIF1,"21.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H, IF2L, IF2H)","Figure21-4FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H,IF2L,IF2H)(2/2)",1,,XXIFX
PIF11,"21.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H, IF2L, IF2H)","Figure21-4FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H,IF2L,IF2H)(2/2)",1,,XXIFX
TRDIF0,"21.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H, IF2L, IF2H)","Figure21-4FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H,IF2L,IF2H)(2/2)",1,,XXIFX
